source_database	source_version	evidence_role	namespace	raw_identifier	mapping_query_id	isoform_specific	occurrence_count	all_uniprot_targets	reviewed_human_targets	resolved_accession	resolution_status	resolution_reason
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000006128	ENSG00000006128	false	3	P20366	P20366	P20366	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000006534	ENSG00000006534	false	3	A0A087WTE0;A0A087WU54;A0A087WUF8;A0A087X192;A0A087X2D4;A0ACI8RGC8;A0ACI8RVV6;P43353	P43353	P43353	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000006659	ENSG00000006659	false	4	M0R163;Q8TCE9	Q8TCE9	Q8TCE9	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000008517	ENSG00000008517	false	3	A0ACI8S5Q2;A0ACI8UKR0;E9PIV2;E9PK07;F6XF19;F8VSD2;F8VVN4;F8W1V1;P24001	P24001	P24001	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000010319	ENSG00000010319	false	2	A0ACI8UIG0;C9JXB2;H7C5M7;Q9NS98	Q9NS98	Q9NS98	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000010379	ENSG00000010379	false	2	A0ACI8QW40;A0ACI8VFV6;F5GZA5;F5H5D9;F5H6S9;Q9NSD5	Q9NSD5	Q9NSD5	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000019102	ENSG00000019102	false	3	A0ACI8R3V6;A0ACI8RSA5;A0ACI8SC35;Q96IQ7	Q96IQ7	Q96IQ7	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000019169	ENSG00000019169	false	6	A0ACI8PRT1;A0ACI8Q2U2;A0ACI8Q6W9;A0ACI8QV27;A0ACI8R3F8;A0ACI8R581;A0ACI8RG24;A0ACI8RJJ0;A0ACI8RTN8;A0ACI8RZ22;A0ACI8S5R0;A0ACI8V0C4;A0ACI8V0D5;A0ACI8V0F2;A0ACI8V0F9;A0ACI8V0G0;A0ACI8V0T1;A0ACI8V3G7;A0ACI8V3I1;A0ACI8V3S5;A0ACI8V457;A0ACI8V5N0;A0ACI8V5Q1;C9JKT8;Q9UEW3	Q9UEW3	Q9UEW3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000020426	ENSG00000020426	false	6	A0ACI8TKS5;A0ACI8TKT1;A0ACI8TKW3;A0ACI8V5C4;A0ACI8V5E0;A0ACI8V5M2;H0YJ92;H0YJF2;P51948	P51948	P51948	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000026103	ENSG00000026103	false	4	A0A087WTM9;A0A499FID1;A0A8I5KWV4;A0A8Q3SIR6;A0A8Q3SIY4;A0A8Q3SJI5;A0A8Q3WLI5;A0A8Q3WLK1;A0A8Q3WLK6;A0A8Q3WLL4;A0A8Q3WM13;A0A8V8TKJ0;A0A8V8TKN4;A0A8V8TM64;P25445	P25445	P25445	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000033011	ENSG00000033011	false	1	A0A804HHW1;A0A804HIG6;A0A804HJE3;A0A804HJL6;A0A804HJQ1;A0A804HKJ4;A0A804HKK4;A0A804HKU4;A0A804HKX7;A0A804HLB7;A0ACI8QVT3;A0ACI8RPR2;A0ACI8S1X9;A0ACI8U3G5;A0ACI8U3J8;A0ACI8U3K0;A0ACI8V5L1;A0ACI8V5L2;K7EID2;K7EPU3;K7EQK1;Q9BT22	Q9BT22	Q9BT22	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000034152	ENSG00000034152	false	1	A0ACI8SI78;A0ACI8SI87;A0ACI8SIC3;A0ACI8SID0;A0ACI8UNQ2;E9PMA8;E9PRZ0;J3KRV4;J3QL77;J3QR49;P46734;X6RB39	P46734	P46734	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000035115	ENSG00000035115	false	5	A0ACI8QCX4;A0ACI8SDT9;A0ACI8TX78;A0ACI8TXB2;A0ACI8VN96;A0ACI8VN97;A0ACI8VNA7;C9J4Z8;C9JJI3;F5GYQ6;H7C1B8;H7C499;Q96HL8;S4R3I7	Q96HL8	Q96HL8	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000037474	ENSG00000037474	false	2	A0A140T9Y7;A0A140T9Z1;A0ACI8QWE4;A0ACI8QWE9;A0ACI8QX22;A0ACI8QXA3;A0ACI8QXM9;A0ACI8RDL5;A0ACI8RHA3;A0ACI8SAU4;A0ACI8SC80;A0ACI8SE37;A0ACI8U0I8;A0ACI8U0M3;A0ACI8U160;A0ACI8U1E1;A0ACI8U4M8;Q08J23	Q08J23	Q08J23	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000043514	ENSG00000043514	false	3	A0A3B3ITK2;F6YA19;Q9H3H1;S4R2X1;S4R2Y2;S4R2Z0;S4R3C5;S4R3F4;S4R3U8	Q9H3H1	Q9H3H1	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000048162	ENSG00000048162	false	3	A0A087WU10;A0A0C4DGU5;A0ACI8PS06;A0ACI8TTW1;A0ACI8TU73;A0ACI8TUA8;A0ACI8TV42;A0ACI8TVI8;A0ACI8TVJ8;D6RC60;D6RIC3;Q9Y3C1	Q9Y3C1	Q9Y3C1	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000050327	ENSG00000050327	false	2	C9J591;H0Y895;Q12774	Q12774	Q12774	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000050344	ENSG00000050344	false	5	A0ACI8TFJ6;A0ACI8TFL7;A0ACI8TFM4;A0ACI8TFM9;Q9Y4A8;U3KQ19	Q9Y4A8	Q9Y4A8	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000052749	ENSG00000052749	false	2	A0A087WYW2;A0A087X0G0;A0A087X1U8;H7C1M8;Q5JTH9	Q5JTH9	Q5JTH9	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000054116	ENSG00000054116	false	2	A0A087WWM0;A0A087WYS5;A0ACI8RBZ4;A0ACI8SEZ0;A0ACI8T775;A0ACI8T7A6;A6NKE1;O43617	O43617	O43617	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000054967	ENSG00000054967	false	1	A0ACI8RIZ6;A0ACI8T9J0;A0ACI8U3U6;A0ACI8U468;A0ACI8U5V9;F5GYS9;F5H2T5;Q969Z4	Q969Z4	Q969Z4	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000055070	ENSG00000055070	false	3	A0ACI8RFS0;A0ACI8SND0;A0ACI8U7A2;A0ACI8U7F1;A0ACI8U7N6;F8WDF4;Q7Z422	Q7Z422	Q7Z422	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000055208	ENSG00000055208	false	2	A0A1B0GV57;A0A8V8TQR7;A0ACI8SYR3;Q9NYJ8;U3KQ62;U3KQR0	Q9NYJ8	Q9NYJ8	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000056487	ENSG00000056487	false	6	A0ACI8T9H7;B0QYW2;B1AHC5;B1AHC6;Q96EK2	Q96EK2	Q96EK2	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000057149	ENSG00000057149	false	3	A0ACI8PHE5;A0ACI8QDU7;P29508	P29508	P29508	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000058404	ENSG00000058404	false	2	A0A8V8TPG1;A0A8V8TPG6;A0A8V8TPH1;A0A8V8TPJ7;A0A8V8TPW6;A0A8V8TPX2;A0A8V8TPX9;A0A8V8TQ05;A0A8V8TQ06;A0A8V8TQ12;A0A8V8TQ13;A0A8V8TQ39;A0A8V8TQR5;A0A8V8TQS2;A0A8V8TQU0;A0A8V8TQU4;A0A8V8TR22;A0A8V8TR26;A0A8V8TR45;A0ACI8QLD4;A0ACI8QLD5;A0ACI8QLH1;A0ACI8QLL9;A0ACI8QLY3;A0ACI8QN38;A0ACI8QPA7;A0ACI8QYJ0;A0ACI8R5W9;A0ACI8RAG8;A0ACI8RCL9;A0ACI8RIY3;A0ACI8RMW7;A0ACI8RSG5;A0ACI8RUM5;A0ACI8RXU1;A0ACI8S238;A0ACI8S3D3;A0ACI8S828;A0ACI8S9I3;A0ACI8SC65;A0ACI8SEC2;A0ACI8SFK1;A0ACI8U7S8;A0ACI8U7V2;A0ACI8U7W2;A0ACI8U7W3;A0ACI8U7W9;A0ACI8U7X5;A0ACI8U7X7;A0ACI8U7Y8;A0ACI8U7Z1;A0ACI8U7Z3;A0ACI8U814;A0ACI8U818;A0ACI8U820;A0ACI8U821;A0ACI8U832;A0ACI8U845;A0ACI8U870;A0ACI8U8E1;A0ACI8U982;A0ACI8U994;A0ACI8UA20;A0ACI8UAB7;A0ACI8UAJ6;A0ACI8UAQ0;A0ACI8UAT0;A0ACI8UB28;A0ACI8UB56;A0ACI8UB62;A0ACI8UB65;A0ACI8UB78;A0ACI8UBA2;A0ACI8UBB0;A0ACI8UBC5;A0ACI8UBJ1;A0ACI8UBL2;E7EQE4;E7ERS6;E9PBE8;H7BXS4;H7BZC6;Q13554	Q13554	Q13554	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000062822	ENSG00000062822	false	2	A0A087WYJ2;A0A2R8Y705;A0A2R8Y7K6;A0ACI8PXI7;A0ACI8RPI1;A0ACI8TUG3;A0ACI8TUH4;A0ACI8TUI1;A0ACI8TVZ8;A0ACI8TW27;A0ACI8TWI6;A0ACI8TWJ8;M0QXE6;M0QXQ2;M0QZR8;M0R2B7;M0R2J2;P28340	P28340	P28340	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000064763	ENSG00000064763	false	3	A0A8I5KQJ4;A0A8I5KS86;A0A8I5KUM2;A0A8I5KVC4;A0A8I5KXF4;A0ACI8SHK8;A0ACI8TUZ9;A0ACI8UHX2;F8VPF2;F8VX60;H0YHP1;H0YIE0;Q96K12	Q96K12	Q96K12	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000065328	ENSG00000065328	false	3	A0ACI8T338;A0ACI8T348;C9J600;Q5T670;Q7L590	Q7L590	Q7L590	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000065361	ENSG00000065361	false	2	A0A087WYT2;A0A2R8Y6T4;A0ACI8QBF2;A0ACI8R8A2;A0ACI8RF02;F8VRI5;F8VRL0;F8VRW8;F8VRZ1;F8VW48;F8VYK4;P21860	P21860	P21860	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000065911	ENSG00000065911	false	2	A0A7I2V2G4;A0A7I2V2U6;A0A7I2V3T1;A0A7I2V482;A0A7I2YQD4;B8ZZU9;B9A062;F8WF06;F8WF89;P13995	P13995	P13995	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000066117	ENSG00000066117	false	2	A0ACI8PXW5;A0ACI8SRF8;A0ACI8SRH4;A0ACI8SRI7;A0ACI8SRI8;A0ACI8SRI9;A0ACI8SRL4;F8VRQ4;F8VUB0;F8VW95;F8VZ70;H0YHV1;Q96GM5	Q96GM5	Q96GM5	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000066336	ENSG00000066336	false	2	A0AAA9YHK5;A0AAA9YHU6;A0ACI8RRX7;F5GZ94;F5H3K6;P17947	P17947	P17947	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000066855	ENSG00000066855	false	3	A0ACI8RSJ0;A0ACI8TW96;A0ACI8VLR4;E5RIB6;H0YBZ4;H0YF01;H7C5V5;Q15390	Q15390	Q15390	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000066923	ENSG00000066923	false	3	A0ACI8U142;C9J3T3;C9JTG4;C9JYW5;D6W5U7;H7C0H6;Q9UJ98	Q9UJ98	Q9UJ98	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000067177	ENSG00000067177	false	3	A0ACI8QP96;A0ACI8RBZ0;A0ACI8TIW5;A0ACI8TJ03;A0ACI8V0H9;A0ACI8V0W5;A0ACI8V3J5;A0ACI8V3K2;A0ACI8V3U9;A6NIT2;A6NMN0;P46020	P46020	P46020	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000067560	ENSG00000067560	false	2	A0A7I2V3G1;A0A7I2V5E6;A0A7I2YQV1;A0ACI8QNY9;A0ACI8S703;A0ACI8SWE8;A0ACI8SWG3;A0ACI8SWG8;A0ACI8SWI0;A0ACI8SWK4;C9JNR4;C9JRM1;C9JX21;P61586	P61586	P61586	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000067606	ENSG00000067606	false	3	A0ACI8PVI3;A0ACI8QCV2;A0ACI8QK71;A0ACI8TDD3;A0ACI8VF48;D6RAN5;D6RAU1;D6RBD4;D6RC84;D6RCN4;D6RD31;D6RDM0;D6REZ8;D6RG01;D6RGG1;D6RJG4;E9PBE1;F2Z2H9;F2Z3C5;J3KRP7;Q05513	Q05513	Q05513	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000067955	ENSG00000067955	false	5	A0A494C0A9;A0ACI8PEX2;A0ACI8PI00;A0ACI8PI36;A0ACI8RCK6;A0ACI8TGF9;A0ACI8V3A1;H3BSC0;J3KRT0;J3KS23;J3KTD8;Q13951	Q13951	Q13951	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000068697	ENSG00000068697	false	3	A0ACI8PCK2;A0ACI8QHQ4;A0ACI8RTN3;A0ACI8SJA4;A0ACI8SJD4;A0ACI8U5K8;Q15012	Q15012	Q15012	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000069206	ENSG00000069206	false	3	C9JK28;E5RK87;Q9H2U9	Q9H2U9	Q9H2U9	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000069493	ENSG00000069493	false	6	A0A0C4DG81;A0A0C4DGG4;F5H0P0;F5H5U4;F8WF99;H0YGG6;H0YH49;Q9UHP7	Q9UHP7	Q9UHP7	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000069535	ENSG00000069535	false	6	A0ACI8QCG7;A0ACI8QP57;A0ACI8QWJ3;A0ACI8R297;A0ACI8RGJ6;A0ACI8RXE4;A0ACI8S665;A0ACI8S8Z5;A0ACI8VC08;A0ACI8VC48;A0ACI8VC63;A0ACI8VC68;P27338	P27338	P27338	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000070882	ENSG00000070882	false	2	A0ACI8QNZ9;A0ACI8QRL7;A0ACI8U5T2;A0ACI8U5V2;A0ACI8U5X8;A0ACI8VPD4;C9J8P4;C9JEF2;C9JZ19;Q9H4L5	Q9H4L5	Q9H4L5	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000072041	ENSG00000072041	false	3	A0A7P0T826;A0A7P0T8B7;A0A7P0T8I1;A0A7P0T9G8;A0A7P0T9P8;A0A7P0T9Z9;A0A7P0TA72;A0A7P0TAT1;A0A7P0TAZ8;A0A7P0TB05;A0A7P0TB74;A0A7P0TBL2;A0A7P0Z4F0;A0A7P0Z4M4;F8VSG1;F8WJN6;Q9H2J7	Q9H2J7	Q9H2J7	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000073060	ENSG00000073060	false	6	A0A7P0T8Y8;A0A7P0T913;A0A7P0T9B3;A0A7P0T9I2;A0A7P0Z4E3;A0A7P0Z4J8;A0ACI8PVF7;A0ACI8PXK0;A0ACI8Q6Q6;A0ACI8QCT4;A0ACI8QK51;A0ACI8QZS8;A0ACI8RJL7;A0ACI8RMV6;A0ACI8RWI8;A0ACI8S0P5;A0ACI8TVA3;A0ACI8TVB9;A0ACI8TVD4;A0ACI8TVD6;A0ACI8VG85;A0ACI8VG92;A0ACI8VGC6;A0ACI8VGE2;F5H4X0;F5H5E8;Q8WTV0	Q8WTV0	Q8WTV0	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000073578	ENSG00000073578	false	3	A0ACI8PRG4;A0ACI8PRJ6;A0ACI8PTE4;A0ACI8PTS9;A0ACI8PXI2;A0ACI8Q2Q1;A0ACI8Q8I7;A0ACI8QFX3;A0ACI8QUW7;A0ACI8RFX1;A0ACI8RJE6;A0ACI8RQI4;A0ACI8RTJ9;A0ACI8RXY5;A0ACI8S372;A0ACI8S5N5;A0ACI8TA64;A0ACI8UPL1;A0ACI8UPL6;A0ACI8UPL8;A0ACI8UPN5;A0ACI8UPQ1;A0ACI8UPS2;A0ACI8UQ40;A0ACI8US70;A0ACI8US85;A0ACI8USK0;D6REB7;D6RFM5;H0Y8S2;H0Y8X1;P31040	P31040	P31040	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000073754	ENSG00000073754	false	2	O43866	O43866	O43866	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000075188	ENSG00000075188	false	3	A0ACI8SR04;F8VTY2;F8VXF5;H0YHK8;Q8NFH4	Q8NFH4	Q8NFH4	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000077157	ENSG00000077157	false	6	A0A0U1RQD3;A0A0U1RQI8;A0A0U1RQP2;A0A994J7P4;A0ACI8VPH2;A0ACI8VPM6;A0ACI8VQ04;F6U9E3;H7C4R6;O60237	O60237	O60237	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000078043	ENSG00000078043	false	3	A0A087WUY7;A0A0A0MS92;A0ACI8PUA7;A0ACI8QBQ3;A0ACI8QWE8;F6XCG3;K7EJT4;K7EMP6;K7EQX5;K7ER97;O75928	O75928	O75928	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000078070	ENSG00000078070	false	6	A0ACI8R5C3;A0ACI8RDT5;A0ACI8RYL6;A0ACI8S264;A0ACI8S3E0;A0ACI8S950;A0ACI8S9T4;A0ACI8SE99;A0ACI8SFZ2;A0ACI8SHA9;A0ACI8UEU9;A0ACI8UEV3;A0ACI8UEX7;E9PG35;E9PHF7;F2Z2Z7;F2Z3E2;F8WDI3;F8WF46;G5E9X5;Q96RQ3	Q96RQ3	Q96RQ3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000078596	ENSG00000078596	false	1	A0ACI8TS28;A0ACI8TS96;A0ACI8TSC7;A0ACI8TSE5;A0ACI8UA51;O43736	O43736	O43736	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000079393	ENSG00000079393	false	2	A0A9L9PXN7;E9PSD4;Q9UII6;U3KQA1	Q9UII6	Q9UII6	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000083454	ENSG00000083454	false	3	A0ACI8PEY8;A0ACI8VMK3;A0ACI8VR83;A0ACI8VRM7;F8VPP4;H0YHT9;H0YII8;K7EQ78;Q93086	Q93086	Q93086	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000085514	ENSG00000085514	false	2	C9JGG1;C9JJ79;Q9UKJ1	Q9UKJ1	Q9UKJ1	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000086061	ENSG00000086061	false	6	A0ACI8P7E7;A0ACI8PAH4;A0ACI8PDP3;A0ACI8PRC6;A0ACI8RI55;A0ACI8TAG0;A0ACI8TAM2;A0ACI8TAQ1;A0ACI8TAQ3;A0ACI8V1B5;P31689	P31689	P31689	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000086289	ENSG00000086289	false	2	Q9UM22	Q9UM22	Q9UM22	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000087053	ENSG00000087053	false	3	A0A6Q8PF46;A0A6Q8PFL3;A0A6Q8PG25;A0A6Q8PGS5;A0A6Q8PGT1;A0A6Q8PGV9;A0A6Q8PHC4;A0A6Q8PHL9;A0A6Q8PHS7;C9JEX3;Q13614	Q13614	Q13614	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000087263	ENSG00000087263	false	2	A0A0A0MTR2;A0ACI8Q0Q1;A0ACI8S575;A0ACI8T7G1;A0ACI8T7I8;A0ACI8VJP0;H3BP48;H3BR02;H3BR79;H3BUA6;J3KNR5;Q8N543	Q8N543	Q8N543	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000088881	ENSG00000088881	false	2	A0A0A0MSW2;A0A6I8PL90;A0A6I8PR97;A0A6I8PRX3;E9PEI2;Q9BQW3	Q9BQW3	Q9BQW3	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000089050	ENSG00000089050	false	2	A0ACI8VE36;O75884	O75884	O75884	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000089327	ENSG00000089327	false	3	A0ABB0MVH5;A0ACI8PU59;A0ACI8QTE8;A0ACI8S4R4;A0ACI8T4D0;A0ACI8T4E8;A0ACI8T4G2;A0ACI8T512;A0ACI8T550;A0ACI8T551;A0ACI8T554;A0ACI8T567;A0ACI8T590;A0ACI8T593;A0ACI8T5A6;A8MVG1;F5H4X8;K7EJH6;K7ER99;Q96DB9	Q96DB9	Q96DB9	accepted	unique_reviewed_human_target
Luck2020	Nature_supplement_2020-04-08	negative_evidence	Ensembl	ENSG00000089775	ENSG00000089775	false	6	A0ACI8UXG7;G3V2K3;G3V351;P24278	P24278	P24278	accepted	unique_reviewed_human_target
