From	To
ENSG00000037474	A0ACI8U0M3
ENSG00000037474	A0ACI8U160
ENSG00000037474	A0ACI8U1E1
ENSG00000037474	A0ACI8U4M8
ENSG00000043514	Q9H3H1
ENSG00000043514	A0A3B3ITK2
ENSG00000043514	F6YA19
ENSG00000043514	S4R2X1
ENSG00000043514	S4R2Y2
ENSG00000043514	S4R2Z0
ENSG00000043514	S4R3C5
ENSG00000043514	S4R3F4
ENSG00000043514	S4R3U8
ENSG00000048162	Q9Y3C1
ENSG00000048162	A0A087WU10
ENSG00000048162	A0A0C4DGU5
ENSG00000048162	A0ACI8PS06
ENSG00000048162	A0ACI8TTW1
ENSG00000048162	A0ACI8TU73
ENSG00000048162	A0ACI8TUA8
ENSG00000048162	A0ACI8TV42
ENSG00000048162	A0ACI8TVI8
ENSG00000048162	A0ACI8TVJ8
ENSG00000048162	D6RC60
ENSG00000048162	D6RIC3
ENSG00000050327	Q12774
ENSG00000050327	C9J591
ENSG00000050327	H0Y895
ENSG00000050344	Q9Y4A8
ENSG00000050344	A0ACI8TFJ6
ENSG00000050344	A0ACI8TFL7
ENSG00000050344	A0ACI8TFM4
ENSG00000050344	A0ACI8TFM9
ENSG00000050344	U3KQ19
ENSG00000052749	Q5JTH9
ENSG00000052749	A0A087WYW2
ENSG00000052749	A0A087X0G0
ENSG00000052749	A0A087X1U8
ENSG00000052749	H7C1M8
ENSG00000054116	O43617
ENSG00000054116	A0A087WWM0
ENSG00000054116	A0A087WYS5
ENSG00000054116	A0ACI8RBZ4
ENSG00000054116	A0ACI8SEZ0
ENSG00000054116	A0ACI8T775
ENSG00000054116	A0ACI8T7A6
ENSG00000054116	A6NKE1
ENSG00000054967	Q969Z4
ENSG00000054967	A0ACI8RIZ6
ENSG00000054967	A0ACI8T9J0
ENSG00000054967	A0ACI8U3U6
ENSG00000054967	A0ACI8U468
ENSG00000054967	A0ACI8U5V9
ENSG00000054967	F5GYS9
ENSG00000054967	F5H2T5
ENSG00000055070	Q7Z422
ENSG00000055070	A0ACI8RFS0
ENSG00000055070	A0ACI8SND0
ENSG00000055070	A0ACI8U7A2
ENSG00000055070	A0ACI8U7F1
ENSG00000055070	A0ACI8U7N6
ENSG00000055070	F8WDF4
ENSG00000055208	Q9NYJ8
ENSG00000055208	A0A1B0GV57
ENSG00000055208	A0A8V8TQR7
ENSG00000055208	A0ACI8SYR3
ENSG00000055208	U3KQ62
ENSG00000055208	U3KQR0
ENSG00000056487	Q96EK2
ENSG00000056487	A0ACI8T9H7
ENSG00000056487	B0QYW2
ENSG00000056487	B1AHC5
ENSG00000056487	B1AHC6
ENSG00000057149	P29508
ENSG00000057149	A0ACI8PHE5
ENSG00000057149	A0ACI8QDU7
ENSG00000058404	Q13554
ENSG00000058404	A0A8V8TPG1
ENSG00000058404	A0A8V8TPG6
ENSG00000058404	A0A8V8TPH1
ENSG00000058404	A0A8V8TPJ7
ENSG00000058404	A0A8V8TPW6
ENSG00000058404	A0A8V8TPX2
ENSG00000058404	A0A8V8TPX9
ENSG00000058404	A0A8V8TQ05
ENSG00000058404	A0A8V8TQ06
ENSG00000058404	A0A8V8TQ12
ENSG00000058404	A0A8V8TQ13
ENSG00000058404	A0A8V8TQ39
ENSG00000058404	A0A8V8TQR5
ENSG00000058404	A0A8V8TQS2
ENSG00000058404	A0A8V8TQU0
ENSG00000058404	A0A8V8TQU4
ENSG00000058404	A0A8V8TR22
ENSG00000058404	A0A8V8TR26
ENSG00000058404	A0A8V8TR45
ENSG00000058404	A0ACI8QLD4
ENSG00000058404	A0ACI8QLD5
ENSG00000058404	A0ACI8QLH1
ENSG00000058404	A0ACI8QLL9
ENSG00000058404	A0ACI8QLY3
ENSG00000058404	A0ACI8QN38
ENSG00000058404	A0ACI8QPA7
ENSG00000058404	A0ACI8QYJ0
ENSG00000058404	A0ACI8R5W9
ENSG00000058404	A0ACI8RAG8
ENSG00000058404	A0ACI8RCL9
ENSG00000058404	A0ACI8RIY3
ENSG00000058404	A0ACI8RMW7
ENSG00000058404	A0ACI8RSG5
ENSG00000058404	A0ACI8RUM5
ENSG00000058404	A0ACI8RXU1
ENSG00000058404	A0ACI8S238
ENSG00000058404	A0ACI8S3D3
ENSG00000058404	A0ACI8S828
ENSG00000058404	A0ACI8S9I3
ENSG00000058404	A0ACI8SC65
ENSG00000058404	A0ACI8SEC2
ENSG00000058404	A0ACI8SFK1
ENSG00000058404	A0ACI8U7S8
ENSG00000058404	A0ACI8U7V2
ENSG00000058404	A0ACI8U7W2
ENSG00000058404	A0ACI8U7W3
ENSG00000058404	A0ACI8U7W9
ENSG00000058404	A0ACI8U7X5
ENSG00000058404	A0ACI8U7X7
ENSG00000058404	A0ACI8U7Y8
ENSG00000058404	A0ACI8U7Z1
ENSG00000058404	A0ACI8U7Z3
ENSG00000058404	A0ACI8U814
ENSG00000058404	A0ACI8U818
ENSG00000058404	A0ACI8U820
ENSG00000058404	A0ACI8U821
ENSG00000058404	A0ACI8U832
ENSG00000058404	A0ACI8U845
ENSG00000058404	A0ACI8U870
ENSG00000058404	A0ACI8U8E1
ENSG00000058404	A0ACI8U982
ENSG00000058404	A0ACI8U994
ENSG00000058404	A0ACI8UA20
ENSG00000058404	A0ACI8UAB7
ENSG00000058404	A0ACI8UAJ6
ENSG00000058404	A0ACI8UAQ0
ENSG00000058404	A0ACI8UAT0
ENSG00000058404	A0ACI8UB28
ENSG00000058404	A0ACI8UB56
ENSG00000058404	A0ACI8UB62
ENSG00000058404	A0ACI8UB65
ENSG00000058404	A0ACI8UB78
ENSG00000058404	A0ACI8UBA2
ENSG00000058404	A0ACI8UBB0
ENSG00000058404	A0ACI8UBC5
ENSG00000058404	A0ACI8UBJ1
ENSG00000058404	A0ACI8UBL2
ENSG00000058404	E7EQE4
ENSG00000058404	E7ERS6
ENSG00000058404	E9PBE8
ENSG00000058404	H7BXS4
ENSG00000058404	H7BZC6
ENSG00000062822	P28340
ENSG00000062822	A0A087WYJ2
ENSG00000062822	A0A2R8Y705
ENSG00000062822	A0A2R8Y7K6
ENSG00000062822	A0ACI8PXI7
ENSG00000062822	A0ACI8RPI1
ENSG00000062822	A0ACI8TUG3
ENSG00000062822	A0ACI8TUH4
ENSG00000062822	A0ACI8TUI1
ENSG00000062822	A0ACI8TVZ8
ENSG00000062822	A0ACI8TW27
ENSG00000062822	A0ACI8TWI6
ENSG00000062822	A0ACI8TWJ8
ENSG00000062822	M0QXE6
ENSG00000062822	M0QXQ2
ENSG00000062822	M0QZR8
ENSG00000062822	M0R2B7
ENSG00000062822	M0R2J2
ENSG00000064763	Q96K12
ENSG00000064763	A0A8I5KQJ4
ENSG00000064763	A0A8I5KS86
ENSG00000064763	A0A8I5KUM2
ENSG00000064763	A0A8I5KVC4
ENSG00000064763	A0A8I5KXF4
ENSG00000064763	A0ACI8SHK8
ENSG00000064763	A0ACI8TUZ9
ENSG00000064763	A0ACI8UHX2
ENSG00000064763	F8VPF2
ENSG00000064763	F8VX60
ENSG00000064763	H0YHP1
ENSG00000064763	H0YIE0
ENSG00000065328	Q7L590
ENSG00000065328	A0ACI8T338
ENSG00000065328	A0ACI8T348
ENSG00000065328	C9J600
ENSG00000065328	Q5T670
ENSG00000065361	P21860
ENSG00000065361	A0A087WYT2
ENSG00000065361	A0A2R8Y6T4
ENSG00000065361	A0ACI8QBF2
ENSG00000065361	A0ACI8R8A2
ENSG00000065361	A0ACI8RF02
ENSG00000065361	F8VRI5
ENSG00000065361	F8VRL0
ENSG00000065361	F8VRW8
ENSG00000065361	F8VRZ1
ENSG00000065361	F8VW48
ENSG00000065361	F8VYK4
ENSG00000065911	P13995
ENSG00000065911	A0A7I2V2G4
ENSG00000065911	A0A7I2V2U6
ENSG00000065911	A0A7I2V3T1
ENSG00000065911	A0A7I2V482
ENSG00000065911	A0A7I2YQD4
ENSG00000065911	B8ZZU9
ENSG00000065911	B9A062
ENSG00000065911	F8WF06
ENSG00000065911	F8WF89
ENSG00000066117	Q96GM5
ENSG00000066117	A0ACI8PXW5
ENSG00000066117	A0ACI8SRF8
ENSG00000066117	A0ACI8SRH4
ENSG00000066117	A0ACI8SRI7
ENSG00000066117	A0ACI8SRI8
ENSG00000066117	A0ACI8SRI9
ENSG00000066117	A0ACI8SRL4
ENSG00000066117	F8VRQ4
ENSG00000066117	F8VUB0
ENSG00000066117	F8VW95
ENSG00000066117	F8VZ70
ENSG00000066117	H0YHV1
ENSG00000066336	P17947
ENSG00000066336	A0AAA9YHK5
ENSG00000066336	A0AAA9YHU6
ENSG00000066336	A0ACI8RRX7
ENSG00000066336	F5GZ94
ENSG00000066336	F5H3K6
ENSG00000066855	Q15390
ENSG00000066855	A0ACI8RSJ0
ENSG00000066855	A0ACI8TW96
ENSG00000066855	A0ACI8VLR4
ENSG00000066855	E5RIB6
ENSG00000066855	H0YBZ4
ENSG00000066855	H0YF01
ENSG00000066855	H7C5V5
ENSG00000066923	Q9UJ98
ENSG00000066923	A0ACI8U142
ENSG00000066923	C9J3T3
ENSG00000066923	C9JTG4
ENSG00000066923	C9JYW5
ENSG00000066923	D6W5U7
ENSG00000066923	H7C0H6
ENSG00000067177	P46020
ENSG00000067177	A0ACI8QP96
ENSG00000067177	A0ACI8RBZ0
ENSG00000067177	A0ACI8TIW5
ENSG00000067177	A0ACI8TJ03
ENSG00000067177	A0ACI8V0H9
ENSG00000067177	A0ACI8V0W5
ENSG00000067177	A0ACI8V3J5
ENSG00000067177	A0ACI8V3K2
ENSG00000067177	A0ACI8V3U9
ENSG00000067177	A6NIT2
ENSG00000067177	A6NMN0
ENSG00000067560	P61586
ENSG00000067560	A0A7I2V3G1
ENSG00000067560	A0A7I2V5E6
ENSG00000067560	A0A7I2YQV1
ENSG00000067560	A0ACI8QNY9
ENSG00000067560	A0ACI8S703
ENSG00000067560	A0ACI8SWE8
ENSG00000067560	A0ACI8SWG3
ENSG00000067560	A0ACI8SWG8
ENSG00000067560	A0ACI8SWI0
ENSG00000067560	A0ACI8SWK4
ENSG00000067560	C9JNR4
ENSG00000067560	C9JRM1
ENSG00000067560	C9JX21
ENSG00000067606	Q05513
ENSG00000067606	A0ACI8PVI3
ENSG00000067606	A0ACI8QCV2
ENSG00000067606	A0ACI8QK71
ENSG00000067606	A0ACI8TDD3
ENSG00000067606	A0ACI8VF48
ENSG00000067606	D6RAN5
ENSG00000067606	D6RAU1
ENSG00000067606	D6RBD4
ENSG00000067606	D6RC84
ENSG00000067606	D6RCN4
ENSG00000067606	D6RD31
ENSG00000067606	D6RDM0
ENSG00000067606	D6REZ8
ENSG00000067606	D6RG01
ENSG00000067606	D6RGG1
ENSG00000067606	D6RJG4
ENSG00000067606	E9PBE1
ENSG00000067606	F2Z2H9
ENSG00000067606	F2Z3C5
ENSG00000067606	J3KRP7
ENSG00000067955	Q13951
ENSG00000067955	A0A494C0A9
ENSG00000067955	A0ACI8PEX2
ENSG00000067955	A0ACI8PI00
ENSG00000067955	A0ACI8PI36
ENSG00000067955	A0ACI8RCK6
ENSG00000067955	A0ACI8TGF9
ENSG00000067955	A0ACI8V3A1
ENSG00000067955	H3BSC0
ENSG00000067955	J3KRT0
ENSG00000067955	J3KS23
ENSG00000067955	J3KTD8
ENSG00000068697	Q15012
ENSG00000068697	A0ACI8PCK2
ENSG00000068697	A0ACI8QHQ4
ENSG00000068697	A0ACI8RTN3
ENSG00000068697	A0ACI8SJA4
ENSG00000068697	A0ACI8SJD4
ENSG00000068697	A0ACI8U5K8
ENSG00000069206	Q9H2U9
ENSG00000069206	C9JK28
ENSG00000069206	E5RK87
ENSG00000069493	Q9UHP7
ENSG00000069493	A0A0C4DG81
ENSG00000069493	A0A0C4DGG4
ENSG00000069493	F5H0P0
ENSG00000069493	F5H5U4
ENSG00000069493	F8WF99
ENSG00000069493	H0YGG6
ENSG00000069493	H0YH49
ENSG00000069535	P27338
ENSG00000069535	A0ACI8QCG7
ENSG00000069535	A0ACI8QP57
ENSG00000069535	A0ACI8QWJ3
ENSG00000069535	A0ACI8R297
ENSG00000069535	A0ACI8RGJ6
ENSG00000069535	A0ACI8RXE4
ENSG00000069535	A0ACI8S665
ENSG00000069535	A0ACI8S8Z5
ENSG00000069535	A0ACI8VC08
ENSG00000069535	A0ACI8VC48
ENSG00000069535	A0ACI8VC63
ENSG00000069535	A0ACI8VC68
ENSG00000070882	Q9H4L5
ENSG00000070882	A0ACI8QNZ9
ENSG00000070882	A0ACI8QRL7
ENSG00000070882	A0ACI8U5T2
ENSG00000070882	A0ACI8U5V2
ENSG00000070882	A0ACI8U5X8
ENSG00000070882	A0ACI8VPD4
ENSG00000070882	C9J8P4
ENSG00000070882	C9JEF2
ENSG00000070882	C9JZ19
ENSG00000072041	Q9H2J7
ENSG00000072041	A0A7P0T826
ENSG00000072041	A0A7P0T8B7
ENSG00000072041	A0A7P0T8I1
ENSG00000072041	A0A7P0T9G8
ENSG00000072041	A0A7P0T9P8
ENSG00000072041	A0A7P0T9Z9
ENSG00000072041	A0A7P0TA72
ENSG00000072041	A0A7P0TAT1
ENSG00000072041	A0A7P0TAZ8
ENSG00000072041	A0A7P0TB05
ENSG00000072041	A0A7P0TB74
ENSG00000072041	A0A7P0TBL2
ENSG00000072041	A0A7P0Z4F0
ENSG00000072041	A0A7P0Z4M4
ENSG00000072041	F8VSG1
ENSG00000072041	F8WJN6
ENSG00000073060	Q8WTV0
ENSG00000073060	A0A7P0T8Y8
ENSG00000073060	A0A7P0T913
ENSG00000073060	A0A7P0T9B3
ENSG00000073060	A0A7P0T9I2
ENSG00000073060	A0A7P0Z4E3
ENSG00000073060	A0A7P0Z4J8
ENSG00000073060	A0ACI8PVF7
ENSG00000073060	A0ACI8PXK0
ENSG00000073060	A0ACI8Q6Q6
ENSG00000073060	A0ACI8QCT4
ENSG00000073060	A0ACI8QK51
ENSG00000073060	A0ACI8QZS8
ENSG00000073060	A0ACI8RJL7
ENSG00000073060	A0ACI8RMV6
ENSG00000073060	A0ACI8RWI8
ENSG00000073060	A0ACI8S0P5
ENSG00000073060	A0ACI8TVA3
ENSG00000073060	A0ACI8TVB9
ENSG00000073060	A0ACI8TVD4
ENSG00000073060	A0ACI8TVD6
ENSG00000073060	A0ACI8VG85
ENSG00000073060	A0ACI8VG92
ENSG00000073060	A0ACI8VGC6
ENSG00000073060	A0ACI8VGE2
ENSG00000073060	F5H4X0
ENSG00000073060	F5H5E8
ENSG00000073578	P31040
ENSG00000073578	A0ACI8PRG4
ENSG00000073578	A0ACI8PRJ6
ENSG00000073578	A0ACI8PTE4
ENSG00000073578	A0ACI8PTS9
ENSG00000073578	A0ACI8PXI2
ENSG00000073578	A0ACI8Q2Q1
ENSG00000073578	A0ACI8Q8I7
ENSG00000073578	A0ACI8QFX3
ENSG00000073578	A0ACI8QUW7
ENSG00000073578	A0ACI8RFX1
ENSG00000073578	A0ACI8RJE6
ENSG00000073578	A0ACI8RQI4
ENSG00000073578	A0ACI8RTJ9
ENSG00000073578	A0ACI8RXY5
ENSG00000073578	A0ACI8S372
ENSG00000073578	A0ACI8S5N5
ENSG00000073578	A0ACI8TA64
ENSG00000073578	A0ACI8UPL1
ENSG00000073578	A0ACI8UPL6
ENSG00000073578	A0ACI8UPL8
ENSG00000073578	A0ACI8UPN5
ENSG00000073578	A0ACI8UPQ1
ENSG00000073578	A0ACI8UPS2
ENSG00000073578	A0ACI8UQ40
ENSG00000073578	A0ACI8US70
ENSG00000073578	A0ACI8US85
ENSG00000073578	A0ACI8USK0
ENSG00000073578	D6REB7
ENSG00000073578	D6RFM5
ENSG00000073578	H0Y8S2
ENSG00000073578	H0Y8X1
ENSG00000073754	O43866
ENSG00000075188	Q8NFH4
ENSG00000075188	A0ACI8SR04
ENSG00000075188	F8VTY2
ENSG00000075188	F8VXF5
ENSG00000075188	H0YHK8
ENSG00000077157	O60237
ENSG00000077157	A0A0U1RQD3
ENSG00000077157	A0A0U1RQI8
ENSG00000077157	A0A0U1RQP2
ENSG00000077157	A0A994J7P4
ENSG00000077157	A0ACI8VPH2
ENSG00000077157	A0ACI8VPM6
ENSG00000077157	A0ACI8VQ04
ENSG00000077157	F6U9E3
ENSG00000077157	H7C4R6
ENSG00000078043	O75928
ENSG00000078043	A0A087WUY7
ENSG00000078043	A0A0A0MS92
ENSG00000078043	A0ACI8PUA7
ENSG00000078043	A0ACI8QBQ3
ENSG00000078043	A0ACI8QWE8
ENSG00000078043	F6XCG3
ENSG00000078043	K7EJT4
ENSG00000078043	K7EMP6
ENSG00000078043	K7EQX5
ENSG00000078043	K7ER97
ENSG00000078070	Q96RQ3
ENSG00000078070	A0ACI8R5C3
ENSG00000078070	A0ACI8RDT5
ENSG00000078070	A0ACI8RYL6
ENSG00000078070	A0ACI8S264
ENSG00000078070	A0ACI8S3E0
ENSG00000078070	A0ACI8S950
ENSG00000078070	A0ACI8S9T4
ENSG00000078070	A0ACI8SE99
ENSG00000078070	A0ACI8SFZ2
ENSG00000078070	A0ACI8SHA9
ENSG00000078070	A0ACI8UEU9
ENSG00000078070	A0ACI8UEV3
ENSG00000078070	A0ACI8UEX7
ENSG00000078070	E9PG35
ENSG00000078070	E9PHF7
ENSG00000078070	F2Z2Z7
ENSG00000078070	F2Z3E2
ENSG00000078070	F8WDI3
ENSG00000078070	F8WF46
ENSG00000078070	G5E9X5
ENSG00000078596	O43736
ENSG00000078596	A0ACI8TS28
ENSG00000078596	A0ACI8TS96
ENSG00000078596	A0ACI8TSC7
ENSG00000078596	A0ACI8TSE5
ENSG00000078596	A0ACI8UA51
ENSG00000079393	Q9UII6
ENSG00000079393	A0A9L9PXN7
ENSG00000079393	E9PSD4
ENSG00000079393	U3KQA1
ENSG00000083454	Q93086
ENSG00000083454	A0ACI8PEY8
ENSG00000083454	A0ACI8VMK3
ENSG00000083454	A0ACI8VR83
ENSG00000083454	A0ACI8VRM7
ENSG00000083454	F8VPP4
ENSG00000083454	H0YHT9
ENSG00000083454	H0YII8
ENSG00000083454	K7EQ78
ENSG00000085514	Q9UKJ1
ENSG00000085514	C9JGG1
ENSG00000085514	C9JJ79
ENSG00000086061	P31689
ENSG00000086061	A0ACI8P7E7
ENSG00000086061	A0ACI8PAH4
ENSG00000086061	A0ACI8PDP3
ENSG00000086061	A0ACI8PRC6
ENSG00000086061	A0ACI8RI55
ENSG00000086061	A0ACI8TAG0
ENSG00000086061	A0ACI8TAM2
ENSG00000086061	A0ACI8TAQ1
ENSG00000086061	A0ACI8TAQ3
ENSG00000086061	A0ACI8V1B5
ENSG00000086289	Q9UM22
ENSG00000087053	Q13614
ENSG00000087053	A0A6Q8PF46
